"Open Access Journal: Polish Archaeology in the Mediterranean","http://ancientworldonline.blogspot.com/2010/09/open-access-journal-polish-archaeology.html","tag:blogger.com,1999:blog-116259103207720939.post-1534704712391055532"
"Open Access Series: Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden","http://ancientworldonline.blogspot.com/2017/02/open-access-series-beschreibung-der.html","tag:blogger.com,1999:blog-116259103207720939.post-5485278928331154354"
"Open Access Journal: Syzetesis - Rivista online","http://ancientworldonline.blogspot.com/2017/02/open-access-journal-syzetesis-rivista.html","tag:blogger.com,1999:blog-116259103207720939.post-2869816194576497346"
"Open Access Journal: Pontica","http://ancientworldonline.blogspot.com/2010/07/open-access-journal-revista-pontica.html","tag:blogger.com,1999:blog-116259103207720939.post-3378870690903071093"
"Kosmos Society: An Online Community for Classical Studies","http://ancientworldonline.blogspot.com/2017/02/kosmos-society-online-community-for.html","tag:blogger.com,1999:blog-116259103207720939.post-3228983457207323456"
"News: 33 New titles added to Ancient World Digital Library","http://ancientworldonline.blogspot.com/2017/02/news-33-new-titles-added-to-ancient.html","tag:blogger.com,1999:blog-116259103207720939.post-6877024938515386458"
"News: 30.000 photographies des archives scientifiques en ligne","http://ancientworldonline.blogspot.com/2017/02/news-30000-photographies-des-archives.html","tag:blogger.com,1999:blog-116259103207720939.post-8717378493472000444"
"Newly Open Access Journal: HASBonline – Hefte des Archäologischen Seminars der Universität Bern","http://ancientworldonline.blogspot.com/2017/02/newly-open-access-journal-hasbonline.html","tag:blogger.com,1999:blog-116259103207720939.post-2520451216496183872"
"New Open Access Journal: BAF-Online: Proceedings of the Berner Altorientalisches Forum","http://ancientworldonline.blogspot.com/2017/02/new-open-access-journal-baf-online.html","tag:blogger.com,1999:blog-116259103207720939.post-7773217659369763093"
"Judaism and Rome: Re-thinking Judaism’s Encounter with the Roman Empire","http://ancientworldonline.blogspot.com/2017/02/judaism-and-rome-re-thinking-judaisms.html","tag:blogger.com,1999:blog-116259103207720939.post-116870190953221815"
"Open Access Journal: The Archaeological Journal","http://ancientworldonline.blogspot.com/2017/02/open-access-journal-archaeological.html","tag:blogger.com,1999:blog-116259103207720939.post-6751993636083217792"
"Open Context and Carleton University Prize for Archaeological Visualization","http://ancientworldonline.blogspot.com/2016/06/open-context-and-carleton-university.html","tag:blogger.com,1999:blog-116259103207720939.post-639073235599933944"
"Open Access Journal: plekos: Elektronische Zeitschrift für Rezensionen und Berichte zur Erforschung der Spätantike","http://ancientworldonline.blogspot.com/2011/06/open-access-journal-plekos.html","tag:blogger.com,1999:blog-116259103207720939.post-839055421754444480"
"Open Access Journal: Arma: Newsletter of the Roman Military Equipment Conference","http://ancientworldonline.blogspot.com/2011/03/open-access-journal-arma-newsletter-of.html","tag:blogger.com,1999:blog-116259103207720939.post-4717645226582268961"
"Gordion Excavation Reports in AMAR","http://ancientworldonline.blogspot.com/2013/05/gordion-excavation-reports-in-amar.html","tag:blogger.com,1999:blog-116259103207720939.post-6591476688235662047"
"GlobalXplorer° Launched","http://ancientworldonline.blogspot.com/2017/01/globalxplorer-launched.html","tag:blogger.com,1999:blog-116259103207720939.post-7186892228290702032"
"Open Access Journal: Bulletin de Correspondance Hellénique","http://ancientworldonline.blogspot.com/2012/02/open-access-journal-bulletin-de.html","tag:blogger.com,1999:blog-116259103207720939.post-3328278877047329476"
"Thesaurus d'Epigraphie Islamique","http://ancientworldonline.blogspot.com/2017/01/thesaurus-depigraphie-islamique.html","tag:blogger.com,1999:blog-116259103207720939.post-5592433147288526693"
"PROGETTO OIKEIÔSIS: traduzione cooperativa della Epistula ad Lucilium 121","http://ancientworldonline.blogspot.com/2017/01/progetto-oikeiosis-traduzione.html","tag:blogger.com,1999:blog-116259103207720939.post-7546354130562488927"
"Roman Law Resources","http://ancientworldonline.blogspot.com/2011/08/roman-law-resources.html","tag:blogger.com,1999:blog-116259103207720939.post-4594438270409648163"
"Project Volterra","http://ancientworldonline.blogspot.com/2012/12/project-volterra.html","tag:blogger.com,1999:blog-116259103207720939.post-5786038432102047423"
"Open Access Journal: Etruscan News","http://ancientworldonline.blogspot.com/2009/12/changes-etruscan-news.html","tag:blogger.com,1999:blog-116259103207720939.post-3385377136117918415"
"Open Access Journal: FOLD&R (Fasti On Line Documents & Research)","http://ancientworldonline.blogspot.com/2012/04/open-access-journal-fold.html","tag:blogger.com,1999:blog-116259103207720939.post-6485308727897627331"
"Open Access Journal: International Journal of Conservation Science.","http://ancientworldonline.blogspot.com/2010/03/new-open-access-journal-international.html","tag:blogger.com,1999:blog-116259103207720939.post-3698561788756487226"
"Open Access Monograph Series: Ugaritica","http://ancientworldonline.blogspot.com/2012/03/ugaritica-in-amar.html","tag:blogger.com,1999:blog-116259103207720939.post-4717975320200967161"
"Oxford Excavations in Nubia","http://ancientworldonline.blogspot.com/2017/01/oxford-excavations-in-nubia.html","tag:blogger.com,1999:blog-116259103207720939.post-6216398505716660748"
"Musei Vaticani Online","http://ancientworldonline.blogspot.com/2012/11/musei-vaticani-online.html","tag:blogger.com,1999:blog-116259103207720939.post-8541912264480987649"
"Open Access Journal: Documenta Praehistorica","http://ancientworldonline.blogspot.com/2010/01/open-access-journal-documenta.html","tag:blogger.com,1999:blog-116259103207720939.post-5956485807956065028"
"Open Access Journal: Keria: Studia Latina et Graeca","http://ancientworldonline.blogspot.com/2017/01/open-access-journal-keria-studia-latina.html","tag:blogger.com,1999:blog-116259103207720939.post-9034186387491087416"
"Open Access Journal: Teiresias: A Review and Bibliography of Boiotian Studies","http://ancientworldonline.blogspot.com/2011/10/open-access-journal-teiresias.html","tag:blogger.com,1999:blog-116259103207720939.post-8691509273621503155"
"UCL Petrie Collection Online Catalogue","http://ancientworldonline.blogspot.com/2017/01/ucl-petrie-collection-online-catalogue.html","tag:blogger.com,1999:blog-116259103207720939.post-7486880142961624087"
"New Open Access Journal: CLARA Classical Art and Archaeology","http://ancientworldonline.blogspot.com/2017/01/new-open-access-journal-clara-classical.html","tag:blogger.com,1999:blog-116259103207720939.post-8100278394304525514"
"Open Access Journal: PLATO JOURNAL: The Journal of the International Plato Society","http://ancientworldonline.blogspot.com/2017/01/open-access-journal-plato-journal.html","tag:blogger.com,1999:blog-116259103207720939.post-3631493732204221171"
"Open Access Journal: Humanitas","http://ancientworldonline.blogspot.com/2013/06/open-accesds-journal-humanitas.html","tag:blogger.com,1999:blog-116259103207720939.post-3408186361561520245"
"Der Tempel als Kanon der religiösen Literatur Ägyptens","http://ancientworldonline.blogspot.com/2017/01/der-tempel-als-kanon-der-religiosen.html","tag:blogger.com,1999:blog-116259103207720939.post-5267327709451241707"
"Historisch-philologischer Kommentar zur Chronik des Johannes Malalas","http://ancientworldonline.blogspot.com/2017/01/historisch-philologischer-kommentar-zur.html","tag:blogger.com,1999:blog-116259103207720939.post-2116174339456507733"
"Open Access Monograph Series: Keilschrifttexte aus Assur literarischen Inhalts","http://ancientworldonline.blogspot.com/2017/01/open-access-monograph-series.html","tag:blogger.com,1999:blog-116259103207720939.post-3520306099574513571"
"Kelsey Museum of Archaeology: Publications of Early U-M Excavations","http://ancientworldonline.blogspot.com/2017/01/kelsey-museum-of-archaeology.html","tag:blogger.com,1999:blog-116259103207720939.post-6459274997624626909"
"Humanities Commons","http://ancientworldonline.blogspot.com/2016/12/humanities-commons-launched.html","tag:blogger.com,1999:blog-116259103207720939.post-3091368148381356585"
"New Ancient World Content in JSTOR","http://ancientworldonline.blogspot.com/2017/01/new-ancient-world-content-in-jstor.html","tag:blogger.com,1999:blog-116259103207720939.post-5320324793482213685"
"Cappelli Online","http://ancientworldonline.blogspot.com/2016/07/cappelli-online.html","tag:blogger.com,1999:blog-116259103207720939.post-6649639736559406974"
"Open Access Journal: Berkeley Undergraduate Journal of Classics","http://ancientworldonline.blogspot.com/2012/10/open-access-journal-berkeley.html","tag:blogger.com,1999:blog-116259103207720939.post-1235132675665443317"
"ISEGriM (InformationsSystem zur Erfassung GRIechischer Münzen)","http://ancientworldonline.blogspot.com/2017/01/isegrim-informationssystem-zur.html","tag:blogger.com,1999:blog-116259103207720939.post-8250167288475307121"
"Open Access Journal: Camenae","http://ancientworldonline.blogspot.com/2010/02/open-access-journal-camenae.html","tag:blogger.com,1999:blog-116259103207720939.post-5344079543593967637"
"New Open Access Journal: Forma Urbis International: A technical-scientific journal founded by Luciano PasqualiE.S.S. Editorial Service System Fondazione Dià Cultura","http://ancientworldonline.blogspot.com/2017/01/new-open-access-journal-forma-urbis.html","tag:blogger.com,1999:blog-116259103207720939.post-8637052267102591545"
"A Mid-Republican House from Gabii - Database","http://ancientworldonline.blogspot.com/2017/01/a-mid-republican-house-from-gabii.html","tag:blogger.com,1999:blog-116259103207720939.post-6935637122056267588"
"Egyptian historical thought: the visitors' graffiti of the New Kingdom at Saqqara and Abusir as a case study","http://ancientworldonline.blogspot.com/2017/01/egyptian-historical-thought-visitors.html","tag:blogger.com,1999:blog-116259103207720939.post-6366865011314778992"
"Open Access Journal: Revista Vértices","http://ancientworldonline.blogspot.com/2012/02/open-access-journal-revista-vertices.html","tag:blogger.com,1999:blog-116259103207720939.post-4894480112414243550"
"Open Access Journal: Bulletin of the Council of University Classical Departments","http://ancientworldonline.blogspot.com/2013/04/open-access-journal-bulletin-of-council.html","tag:blogger.com,1999:blog-116259103207720939.post-2183636706923965114"
"American Travelers in Italy Online","http://ancientworldonline.blogspot.com/2012/01/american-travelers-in-italy-online.html","tag:blogger.com,1999:blog-116259103207720939.post-6059281156353417785"
"Digital Library: Digi20","http://ancientworldonline.blogspot.com/2011/06/open-access-collections-digi20.html","tag:blogger.com,1999:blog-116259103207720939.post-7174327576362514977"
"Launched: The Humanities Digital Library: Classics from the Institute of Classical Studies","http://ancientworldonline.blogspot.com/2017/01/launched-humanities-digital-library.html","tag:blogger.com,1999:blog-116259103207720939.post-2849911491069263339"
"Open Access Journal: Vita Latina","http://ancientworldonline.blogspot.com/2013/01/newly-online-journal-vita-latina.html","tag:blogger.com,1999:blog-116259103207720939.post-3837362477205971824"
"Archaeopress: Open Access","http://ancientworldonline.blogspot.com/2014/07/archaeopress-open-access.html","tag:blogger.com,1999:blog-116259103207720939.post-236801690984884563"
"Open Access Journal: Polis: revista de ideas y formas políticas de la Antigüedad","http://ancientworldonline.blogspot.com/2013/04/open-access-journal-polis-revista-de.html","tag:blogger.com,1999:blog-116259103207720939.post-9052057708455102673"
"Protection of Cultural Property, Military Manual","http://ancientworldonline.blogspot.com/2017/01/protection-of-cultural-property.html","tag:blogger.com,1999:blog-116259103207720939.post-6079182595985056096"
"Chester Beatty Papyri at The Center for the Study of New Testament Manuscripts (CSNTM)","http://ancientworldonline.blogspot.com/2017/01/chester-beatty-papyri-at-center-for.html","tag:blogger.com,1999:blog-116259103207720939.post-3977490785563237786"
"Dickinson College Commentaries","http://ancientworldonline.blogspot.com/2012/05/dickinson-college-commentaries.html","tag:blogger.com,1999:blog-116259103207720939.post-5154923795858088779"
"A virtual trek through Petra with Google Cardboard","http://ancientworldonline.blogspot.com/2017/01/a-virtual-trek-through-petra-with.html","tag:blogger.com,1999:blog-116259103207720939.post-4171610568952810380"
"Classical and Ancient Near Eastern Studies - De Gruyter Open - Published in 2016","http://ancientworldonline.blogspot.com/2017/01/classical-and-ancient-near-eastern.html","tag:blogger.com,1999:blog-116259103207720939.post-7031429390479659524"
"Resources for Teaching Ancient Geography","http://ancientworldonline.blogspot.com/2017/01/resources-for-teaching-ancient-geography.html","tag:blogger.com,1999:blog-116259103207720939.post-5042596216588827225"
"Open Access Journal: Les Nouvelles de l’archéologie","http://ancientworldonline.blogspot.com/2015/05/open-access-journal-les-nouvelles-de.html","tag:blogger.com,1999:blog-116259103207720939.post-5726297954737516190"
"Open Access Journal: Bulletin d’études orientales","http://ancientworldonline.blogspot.com/2009/12/open-access-to-bulletin-detudes.html","tag:blogger.com,1999:blog-116259103207720939.post-4384286671862001990"
"Classics and Social Justice","http://ancientworldonline.blogspot.com/2017/01/classics-and-social-justice.html","tag:blogger.com,1999:blog-116259103207720939.post-9050557392719063586"
"Corona Atlas & Referencing System","http://ancientworldonline.blogspot.com/2011/12/corona-atlas-of-middle-east.html","tag:blogger.com,1999:blog-116259103207720939.post-2271034524399917107"
"","","tag:blogger.com,1999:blog-116259103207720939.post-7132654647584086379"
"Notiziario Italiano di Antichistica","http://ancientworldonline.blogspot.com/2017/01/notiziario-italiano-di-antichistica.html","tag:blogger.com,1999:blog-116259103207720939.post-6754373788955805011"
"Free online course: Rome: a Virtual Tour of the Ancient City","http://ancientworldonline.blogspot.com/2017/01/free-online-course-rome-virtual-tour-of.html","tag:blogger.com,1999:blog-116259103207720939.post-5605268669238697188"
"Open Access Journal: Afrique: Archéologie & Arts","http://ancientworldonline.blogspot.com/2015/10/newly-open-access-journal-afrique.html","tag:blogger.com,1999:blog-116259103207720939.post-3207621250200059553"
"Open Access Journal: The Journal for Late Antique Religion and Culture","http://ancientworldonline.blogspot.com/2012/01/open-access-journal-journal-for-late.html","tag:blogger.com,1999:blog-116259103207720939.post-8655833872599320738"
"Open Access Journal: Revue des Études Tardo-antiques (RET)","http://ancientworldonline.blogspot.com/2017/01/open-access-journal-revue-des-etudes.html","tag:blogger.com,1999:blog-116259103207720939.post-1009712041182790007"
"ALIM: Archivio della Latinità Italiana del Medioevo","http://ancientworldonline.blogspot.com/2017/01/alim-archivio-della-latinita-italiana.html","tag:blogger.com,1999:blog-116259103207720939.post-3452294226379865289"
"Open Textbook: The Intelligent Troglodyte’s Guide to Plato’s Republic","http://ancientworldonline.blogspot.com/2017/01/open-textbook-intelligent-troglodytes.html","tag:blogger.com,1999:blog-116259103207720939.post-2190091781957388093"
"Open Textbook: World Literature I: Beginnings to 1650","http://ancientworldonline.blogspot.com/2017/01/open-textbook-world-literature-i.html","tag:blogger.com,1999:blog-116259103207720939.post-3442168897731226491"
"One Off Journal Issues: Foucault and Roman Antiquity: Foucault's Rome","http://ancientworldonline.blogspot.com/2017/01/one-off-journal-issues-foucault-and.html","tag:blogger.com,1999:blog-116259103207720939.post-9048593651523179547"
"Open Access Journal: Jordan Journal for History and Archaeology (JJHA) - المجلة الأردنية للتاريخ والآثار","http://ancientworldonline.blogspot.com/2013/11/open-access-journal-jordan-journal-for.html","tag:blogger.com,1999:blog-116259103207720939.post-556879981084949808"
"Open Access Monograph Series: Ausgrabungen in Uruk-Warka","http://ancientworldonline.blogspot.com/2012/03/ausgrabungen-in-uruk-warka-endberichte.html","tag:blogger.com,1999:blog-116259103207720939.post-5477920149853260085"
"Open Access Journal: Comparative Oriental Manuscript Studies Bulletin","http://ancientworldonline.blogspot.com/2015/11/new-open-access-journal-comparative.html","tag:blogger.com,1999:blog-116259103207720939.post-3665657024587929570"
"News from the ANS Digital Library","http://ancientworldonline.blogspot.com/2017/01/news-from-ans-digital-library.html","tag:blogger.com,1999:blog-116259103207720939.post-7125753666251312057"
"Open Access Journal: Cahiers de la Villa Kérylos","http://ancientworldonline.blogspot.com/2017/01/open-access-journal-cahiers-de-la-villa.html","tag:blogger.com,1999:blog-116259103207720939.post-7469765646154213443"
"Open Access Journal: The Journal of Septuagint and Cognate Studies (JSCS) formerly, The Bulletin of the International Organization of Septuagint and Cognate Studies (BIOSCS)","http://ancientworldonline.blogspot.com/2013/03/open-access-backlist-journal-journal-of.html","tag:blogger.com,1999:blog-116259103207720939.post-9137916027373894325"
"Open Access Journal: Bollettino di Archeologia On Line","http://ancientworldonline.blogspot.com/2011/03/new-forthcoming-open-access-journal_14.html","tag:blogger.com,1999:blog-116259103207720939.post-7310363511387679828"
"ARCHIBAB News","http://ancientworldonline.blogspot.com/2017/01/archibab-news.html","tag:blogger.com,1999:blog-116259103207720939.post-5901692384255504952"
"Open Access Journal: Acta Palaeobotanica","http://ancientworldonline.blogspot.com/2012/12/open-access-journal-acta-palaeobotanica.html","tag:blogger.com,1999:blog-116259103207720939.post-2627742497894542971"
"Medicalia Online","http://ancientworldonline.blogspot.com/2017/01/medicalia-online.html","tag:blogger.com,1999:blog-116259103207720939.post-4551441490969445244"
"Bia-Net: Il Portale delle risorse digitali per le scienze dell'Antichità","http://ancientworldonline.blogspot.com/2017/01/bia-net-il-portale-delle-risorse.html","tag:blogger.com,1999:blog-116259103207720939.post-8334310057980800933"
"PSIonline: Papiri della Società Italiana","http://ancientworldonline.blogspot.com/2013/01/psionline-papiri-della-societa-italiana.html","tag:blogger.com,1999:blog-116259103207720939.post-4779677277893355756"
"New Open Access Journal: ClassicoContemporaneo","http://ancientworldonline.blogspot.com/2017/01/new-open-access-journal.html","tag:blogger.com,1999:blog-116259103207720939.post-7218843018043832935"
"Chartes: Il Catalogo dei Papiri Ercolanesi online","http://ancientworldonline.blogspot.com/2017/01/chartes-il-catalogo-dei-papiri.html","tag:blogger.com,1999:blog-116259103207720939.post-2364425681028121236"
"Albright Live YouTube Channel","http://ancientworldonline.blogspot.com/2017/01/albright-live-youtube-channel.html","tag:blogger.com,1999:blog-116259103207720939.post-6887429729274581700"
"The Roman Society YouTube Channe","http://ancientworldonline.blogspot.com/2017/01/the-roman-society-youtube-channe.html","tag:blogger.com,1999:blog-116259103207720939.post-3864919551536242723"
"Newly Open Access Journal: TINA maritime archaeology periodical = TINA Denizcilik Arkeolojisi Dergisi","http://ancientworldonline.blogspot.com/2017/01/newly-open-access-journal-tina-maritime.html","tag:blogger.com,1999:blog-116259103207720939.post-3716709143635520213"
"neues Fachwörterbuch","http://ancientworldonline.blogspot.com/2017/01/neues-fachworterbuch.html","tag:blogger.com,1999:blog-116259103207720939.post-5953827003004925158"
"Anagnosis","http://ancientworldonline.blogspot.com/2017/01/anagnosis.html","tag:blogger.com,1999:blog-116259103207720939.post-7812052105756424006"
"PLATINUM: Papyri and LAtin Texts: INsights and Updated Methodologies","http://ancientworldonline.blogspot.com/2017/01/platinum-papyri-and-latin-texts.html","tag:blogger.com,1999:blog-116259103207720939.post-4641705257323089345"
"Des carnets de recherches Hypothèses portant sur l’Antiquité sur la plateforme","http://ancientworldonline.blogspot.com/2017/01/des-carnets-de-recherches-hypotheses.html","tag:blogger.com,1999:blog-116259103207720939.post-4359173343965407797"
"Chris Francese on Classics Podcasts","http://ancientworldonline.blogspot.com/2017/01/chris-francese-on-classics-podcasts.html","tag:blogger.com,1999:blog-116259103207720939.post-5155402879516776261"
"Imagining an Open Access Journal: Epoiesen – A journal for creative engagement in history and archaeology","http://ancientworldonline.blogspot.com/2017/01/imagining-open-access-jpurnal-epoiesen.html","tag:blogger.com,1999:blog-116259103207720939.post-9088136655450482115"
"Open Access Journal: Newsletter of the Egyptian Ministry of Antiquities","http://ancientworldonline.blogspot.com/2016/07/new-open-access-journal-newsletter-of.html","tag:blogger.com,1999:blog-116259103207720939.post-1294126748497147569"
"Forum for Classics, Libraries, and Scholarly Communication: An Affiliated Group of the American Philological Association","http://ancientworldonline.blogspot.com/2012/08/forum-for-classics-libraries-and.html","tag:blogger.com,1999:blog-116259103207720939.post-1783698153693323543"
"Open Access Journal: Cahiers de l'Institut du Moyen-Âge Grec et Latin","http://ancientworldonline.blogspot.com/2013/03/open-accessjournal-cahiers-de-linstitut.html","tag:blogger.com,1999:blog-116259103207720939.post-6606443326841180948"
"Digital Classicist Seminars","http://ancientworldonline.blogspot.com/2010/07/digital-classicist-seminars-and.html","tag:blogger.com,1999:blog-116259103207720939.post-7242536352008557323"
"Acropolis Educational Resources Repository","http://ancientworldonline.blogspot.com/2013/06/acropolis-educational-resources.html","tag:blogger.com,1999:blog-116259103207720939.post-5650660320186426850"
"Repertorio Bibliográfico de la Lexicografía Griega, Suplemento (RBLG Supl.)","http://ancientworldonline.blogspot.com/2013/01/omline-repertorio-bibliografico-de-la.html","tag:blogger.com,1999:blog-116259103207720939.post-4170379521302546498"
"An open access (for now) issue of the Journal of Egyptian History","http://ancientworldonline.blogspot.com/2017/01/an-open-access-for-now-issues-of.html","tag:blogger.com,1999:blog-116259103207720939.post-1529492182422168206"
"Old Testament Pseudepigrapha at syri.ac","http://ancientworldonline.blogspot.com/2017/01/old-testament-pseudepigrapha-at-syriac.html","tag:blogger.com,1999:blog-116259103207720939.post-6458880007520723824"
"Conference - Astronomy in Past and Present Cultures (November 2015 - Rome, Italy)","http://ancientworldonline.blogspot.com/2017/01/conference-astronomy-in-past-and.html","tag:blogger.com,1999:blog-116259103207720939.post-1048260014612084944"
"JSTOR Access for Alumni Program","http://ancientworldonline.blogspot.com/2012/11/jstor-access-for-alumni-program.html","tag:blogger.com,1999:blog-116259103207720939.post-4877009048808288990"
"The Digital Penn Museum","http://ancientworldonline.blogspot.com/2017/01/the-digital-penn-museum.html","tag:blogger.com,1999:blog-116259103207720939.post-1554083369518644538"
"New Open Access Journal: Cartagine. Studi e Ricerche","http://ancientworldonline.blogspot.com/2017/01/new-open-access-journal-cartagine-studi.html","tag:blogger.com,1999:blog-116259103207720939.post-2771947358337567373"
"Digital Fragmenta Historicorum Graecorum (DFHG)","http://ancientworldonline.blogspot.com/2016/09/launched-digital-fragmenta-historicorum.html","tag:blogger.com,1999:blog-116259103207720939.post-9187871701297492839"
"Rome Research Group: Exploring Romeʻs Past","http://ancientworldonline.blogspot.com/2017/01/rome-research-group-exploring-romes-past.html","tag:blogger.com,1999:blog-116259103207720939.post-5608406208742089328"
"Online Greek Coinage: An international project to build a Typology of the coinage of the Ancient World","http://ancientworldonline.blogspot.com/2017/01/online-greek-coinage-international.html","tag:blogger.com,1999:blog-116259103207720939.post-7686080081685901151"
"Glassware and Ceramic Museum of Iran","http://ancientworldonline.blogspot.com/2017/01/glassware-and-ceramic-museum-of-iran.html","tag:blogger.com,1999:blog-116259103207720939.post-6785638801150343942"
"Interrelaciones e identidades culturales en el Cercano Oriente Antiguo","http://ancientworldonline.blogspot.com/2017/01/interrelaciones-e-identidades.html","tag:blogger.com,1999:blog-116259103207720939.post-6186696158795749758"
"Open Access Journal: Arabian Epigraphic Notes: An Open Access Online Journal on Arabian Epigraphy","http://ancientworldonline.blogspot.com/2015/06/new-open-access-journal-arabian.html","tag:blogger.com,1999:blog-116259103207720939.post-3949000489163255009"
"Open Access Monograph Series: California Classical Studies","http://ancientworldonline.blogspot.com/2013/08/california-classical-studies-launched.html","tag:blogger.com,1999:blog-116259103207720939.post-7587459123027066517"
"Open Access Journal: Revista Numismática Hécate","http://ancientworldonline.blogspot.com/2014/07/open-access-journal-coming-soon-revista.html","tag:blogger.com,1999:blog-116259103207720939.post-6438355811347041629"
"Administrative: Happy New Year","http://ancientworldonline.blogspot.com/2017/01/administrative-happy-new-year.html","tag:blogger.com,1999:blog-116259103207720939.post-79676313458080386"
"Holbo, John, and Belle Waring. Reason & persuasion: three dialogues by Plato : Euthyphro, Meno, Republic book 1.","http://ancientworldonline.blogspot.com/2017/01/holbo-john-and-belle-waring-reason.html","tag:blogger.com,1999:blog-116259103207720939.post-1066561034524262751"
"Hierakonpolis: City of the Hawk","http://ancientworldonline.blogspot.com/2017/01/hierakonpolis-city-of-hawk.html","tag:blogger.com,1999:blog-116259103207720939.post-2150900445234423388"
"Open Access Journal: Egiptología 2.0","http://ancientworldonline.blogspot.com/2015/12/new-open-access-journal-egiptologia-20.html","tag:blogger.com,1999:blog-116259103207720939.post-8385029583056942117"
"Open Access Ancient Language Textbooks and Primers","http://ancientworldonline.blogspot.com/2009/09/open-access-textbooks.html","tag:blogger.com,1999:blog-116259103207720939.post-4558297365381707488"
"Roundup of Resources on Ancient Geography","http://ancientworldonline.blogspot.com/2012/09/roundup-of-resources-on-ancient.html","tag:blogger.com,1999:blog-116259103207720939.post-2598610213512391524"
"Open Access Journal: Germania: Anzeiger der Römisch-Germanischen Kommission des Deutschen Archäologischen Instituts","http://ancientworldonline.blogspot.com/2016/04/open-access-journal-germania-anzeiger.html","tag:blogger.com,1999:blog-116259103207720939.post-1702646459529003729"
"Open Access Journal: Cahiers Intégrés de Médecine Égyptienne","http://ancientworldonline.blogspot.com/2017/01/open-access-journal-cahiers-integres-de.html","tag:blogger.com,1999:blog-116259103207720939.post-2979900989950401590"
"Greek and Latin Texts with Facing Vocabulary and Commentary: Free digital files for the textbook series written by Geoffrey Steadman","http://ancientworldonline.blogspot.com/2016/12/greek-and-latin-texts-with-facing.html","tag:blogger.com,1999:blog-116259103207720939.post-349360629673775364"
"Open Access Journal: Numismatic Literature","http://ancientworldonline.blogspot.com/2009/07/open-access-journal-numismatic.html","tag:blogger.com,1999:blog-116259103207720939.post-3070839095970116977"
